shipment_id,crop_type,storage_days,temperature,humidity,distance_km,transport_mode,delay_hours,region,loss_percent
404,Potato,4,10.0,,1318,Refrigerated Truck,6.3,West,12.08
405,Onion,1,25.3,88.3,1000,Rail,7.8,Central,18.65
406,Potato,3,11.4,85.0,361,Refrigerated Truck,3.2,South,11.82
407,Tomato,1,18.3,41.9,876,Refrigerated Truck,2.8,East,8.67
408,Tomato,14,31.2,92.2,208,Refrigerated Truck,6.1,Central,36.44
409,Onion,1,11.9,54.5,1241,Truck,4.8,Central,13.89
410,Onion,3,35.2,52.1,556,Truck,13.0,East,14.78
411,Wheat,5,10.1,34.1,327,Truck,6.9,South,18.03
412,Mango,6,17.4,61.6,598,Truck,11.6,East,24.87
413,Wheat,9,32.2,37.1,185,Truck,8.7,Central,18.76
414,Mango,2,19.5,46.2,503,Truck,2.9,North,16.92
415,Wheat,2,13.1,50.6,1348,Rail,1.7,East,9.27
416,Potato,9,20.8,82.6,87,Open Cart,4.7,Central,25.53
417,Onion,5,18.1,86.9,307,Truck,10.2,East,22.02
418,Tomato,12,35.3,49.7,266,Refrigerated Truck,16.6,Central,34.94
419,Mango,11,19.4,85.8,788,Refrigerated Truck,2.1,South,26.41
420,Mango,2,33.7,85.7,1228,Truck,5.3,Central,22.78
421,Tomato,12,36.8,,1268,Open Cart,9.8,West,43.45
422,Wheat,1,23.0,39.5,918,Rail,4.7,North,10.75
423,Mango,7,37.3,74.9,696,Truck,14.9,Central,34.99
424,Rice,4,21.3,,948,Refrigerated Truck,3.1,East,19.9
425,Potato,14,38.9,74.4,687,Truck,9.1,East,36.72
426,Onion,0,12.7,51.6,1323,Refrigerated Truck,9.0,Central,8.54
427,Tomato,2,30.6,62.5,693,Truck,11.9,West,21.38
428,Onion,9,24.8,72.0,400,Refrigerated Truck,5.4,Central,16.9
429,Rice,7,21.6,63.2,1166,Truck,10.3,South,22.47
430,Mango,3,29.0,37.8,843,Refrigerated Truck,3.5,West,7.98
431,Mango,13,31.1,50.3,882,Truck,0.2,Central,26.63
432,Rice,6,10.1,82.2,827,Refrigerated Truck,0.7,North,10.59
433,Tomato,9,15.0,86.0,1157,Refrigerated Truck,3.6,West,27.22
434,Potato,11,31.4,38.9,53,Rail,2.4,Central,24.65
435,Banana,13,30.0,91.9,793,Refrigerated Truck,6.9,North,40.07
436,Tomato,13,39.0,51.4,297,Rail,3.8,Central,27.84
437,Banana,1,32.8,73.1,540,Open Cart,6.2,South,19.38
438,Rice,6,38.5,78.9,315,Rail,12.4,East,24.42
439,Wheat,4,31.1,82.8,541,Refrigerated Truck,1.9,Central,7.26
440,Banana,4,18.9,91.5,643,Refrigerated Truck,19.0,West,35.07
441,Potato,5,13.2,50.3,238,Truck,9.5,Central,16.45
442,Wheat,12,33.5,85.8,1237,Truck,3.8,Central,30.38
443,Banana,8,29.3,38.6,609,Truck,3.7,Central,20.78
444,Rice,13,11.4,75.8,98,Refrigerated Truck,1.0,Central,7.48
445,Wheat,5,20.8,78.2,331,Truck,4.8,West,13.05
446,Rice,11,38.7,74.1,229,Rail,8.0,West,21.94
447,Banana,12,25.0,46.4,971,Refrigerated Truck,12.5,Central,26.44
448,Rice,14,23.0,86.7,894,Truck,11.9,East,36.77
449,Potato,13,23.7,41.0,15,Refrigerated Truck,5.3,Central,21.71
450,Banana,7,16.3,33.5,1357,Truck,1.9,West,18.43
451,Banana,6,21.1,76.6,1040,Truck,0.8,South,21.95
452,Banana,8,21.1,60.9,39,Refrigerated Truck,1.6,Central,12.26
453,Tomato,3,11.6,85.2,451,Truck,16.6,Central,27.97
454,Tomato,1,33.0,54.9,1480,Truck,1.6,Central,17.13
455,Tomato,6,22.5,40.9,1248,Open Cart,10.5,Central,29.58
456,Potato,5,34.7,84.4,445,Truck,12.0,North,24.86
457,Wheat,0,35.5,65.7,657,Open Cart,9.0,Central,15.79
458,Rice,10,16.4,42.3,599,Open Cart,1.3,West,23.03
459,Mango,8,29.7,76.8,233,Truck,13.9,West,26.81
460,Banana,8,24.2,63.2,348,Truck,2.9,North,18.22
461,Rice,11,36.4,69.3,1108,Refrigerated Truck,12.2,Central,23.06
462,Banana,1,16.5,60.0,1381,Rail,4.9,East,18.28
463,Potato,2,30.3,83.9,1424,Truck,4.6,Central,18.23
464,Banana,4,28.2,83.9,1318,Refrigerated Truck,5.4,West,22.4
465,Tomato,4,18.9,76.1,1483,Truck,7.1,South,19.72
466,Mango,14,14.1,36.9,993,Open Cart,0.7,South,32.03
467,Onion,0,29.5,84.5,1156,Truck,3.4,East,10.68
468,Banana,7,32.2,73.6,913,Truck,7.2,Central,24.72
469,Rice,11,19.5,75.3,1387,Truck,6.1,North,25.29
470,Tomato,7,29.3,53.6,531,Open Cart,7.1,Central,25.12
471,Onion,3,21.9,87.2,1341,Refrigerated Truck,0.7,East,18.58
472,Mango,12,31.4,77.1,79,Refrigerated Truck,8.8,East,22.79
473,Onion,6,16.0,37.3,200,Truck,5.8,East,15.2
474,Tomato,14,36.7,56.5,33,Truck,4.5,South,28.17
475,Wheat,14,18.6,87.6,710,Truck,1.8,Central,28.28
476,Wheat,10,21.0,33.1,1025,Rail,0.4,Central,17.12
477,Onion,9,11.7,92.5,20,Rail,0.5,North,22.75
478,Potato,2,13.3,74.1,1451,Refrigerated Truck,2.1,East,8.89
479,Rice,5,25.5,71.0,809,Truck,8.7,East,17.26
480,Rice,13,18.0,47.6,1433,Open Cart,1.2,West,32.29
481,Onion,9,35.1,46.2,944,Truck,6.4,West,21.67
482,Banana,12,10.4,91.2,971,Open Cart,5.4,South,45.22
483,Banana,9,21.4,49.4,1105,Truck,0.3,Central,23.15
484,Rice,11,20.1,80.4,233,Rail,2.9,North,12.91
485,Rice,13,10.6,55.6,966,Truck,10.2,North,25.26
486,Wheat,8,13.7,39.1,1325,Truck,5.9,East,21.43
487,Potato,0,22.4,30.7,719,Rail,8.3,North,6.47
488,Tomato,4,24.8,65.4,988,Truck,12.6,East,22.53
489,Banana,3,22.1,93.4,577,Truck,7.6,Central,24.52
490,Rice,7,25.9,54.0,619,Refrigerated Truck,6.5,North,12.42
491,Wheat,10,27.9,53.2,330,Refrigerated Truck,6.6,East,10.15
492,Mango,11,10.3,52.4,1391,Refrigerated Truck,1.3,Central,21.63
493,Wheat,0,23.9,63.8,879,Truck,15.9,Central,12.96
494,Banana,8,38.9,58.6,363,Refrigerated Truck,7.4,East,24.05
495,Banana,5,25.6,,328,Rail,1.4,East,20.5
496,Wheat,3,30.3,62.9,1354,Truck,8.4,South,12.42
497,Tomato,11,19.4,63.0,169,Rail,5.5,Central,20.23
498,Onion,8,33.2,39.0,802,Truck,5.3,East,16.85
499,Banana,10,33.2,93.9,459,Truck,10.2,Central,42.58
500,Wheat,4,25.6,46.2,1181,Truck,2.6,North,12.89
501,Rice,14,39.3,34.8,1155,Truck,13.5,West,38.44
502,Wheat,4,13.8,73.1,197,Refrigerated Truck,4.3,West,4.32
503,Potato,11,10.5,68.7,631,Refrigerated Truck,13.6,East,19.65
504,Onion,4,33.1,57.0,534,Open Cart,7.5,East,20.1
505,Mango,0,34.2,57.4,1038,Refrigerated Truck,10.8,Central,15.26
506,Tomato,0,13.6,81.0,96,Truck,2.0,East,5.57
507,Mango,7,18.0,42.7,143,Open Cart,7.1,Central,22.76
508,Onion,11,10.5,83.3,485,Open Cart,5.4,East,31.08
509,Onion,7,18.8,72.2,453,Truck,4.2,Central,16.18
510,Onion,11,33.2,57.2,1361,Rail,3.9,East,28.02
511,Mango,14,25.5,59.8,873,Open Cart,1.9,South,38.64
512,Rice,14,20.4,46.7,344,Rail,0.3,Central,16.2
513,Onion,5,21.2,78.9,1080,Open Cart,9.0,South,22.67
514,Wheat,11,10.0,63.3,470,Truck,4.1,South,19.95
515,Mango,10,19.0,50.9,722,Truck,5.2,South,26.42
516,Onion,12,29.4,68.7,803,Truck,4.0,South,26.25
517,Wheat,3,39.2,94.7,479,Rail,11.5,North,32.37
518,Rice,1,35.4,58.3,405,Refrigerated Truck,5.0,West,8.67
519,Potato,13,10.7,89.8,1467,Open Cart,6.5,North,43.64
520,Rice,1,37.0,52.4,609,Truck,1.6,East,7.82
521,Onion,8,33.5,33.6,936,Truck,11.9,East,30.41
522,Mango,14,33.4,43.3,1001,Refrigerated Truck,12.3,West,34.17
523,Banana,4,23.7,57.2,926,Refrigerated Truck,4.8,West,14.18
524,Onion,3,21.9,44.3,825,Truck,1.5,West,7.92
525,Banana,9,19.1,30.0,661,Rail,4.7,South,23.56
526,Wheat,12,12.0,89.5,602,Refrigerated Truck,0.2,North,26.19
527,Potato,0,16.8,84.9,1181,Refrigerated Truck,8.0,East,11.68
528,Tomato,6,17.4,78.2,518,Rail,0.5,North,14.84
529,Rice,2,24.5,40.9,1034,Truck,7.1,North,12.82
530,Potato,5,32.4,37.8,504,Open Cart,4.7,North,21.72
531,Onion,4,24.2,34.4,721,Refrigerated Truck,18.9,West,17.27
532,Banana,4,11.7,77.1,1146,Truck,2.8,West,17.48
533,Rice,10,38.7,90.4,605,Truck,2.3,East,30.43
534,Banana,4,38.3,58.0,670,Refrigerated Truck,11.4,East,19.1
535,Mango,0,33.6,37.7,472,Truck,6.6,East,12.22
536,Banana,0,39.7,63.3,165,Truck,3.9,North,12.86
537,Mango,2,26.3,52.7,274,Rail,9.0,West,10.74
538,Wheat,13,38.9,54.4,1084,Truck,3.8,South,31.45
539,Rice,11,12.3,70.4,232,Refrigerated Truck,4.0,North,15.73
540,Rice,9,21.0,76.7,853,Truck,0.6,Central,17.03
541,Tomato,3,16.8,37.2,153,Refrigerated Truck,6.4,North,13.61
542,Onion,4,15.9,32.3,1074,Truck,0.2,West,13.91
543,Mango,1,14.2,94.6,1172,Truck,5.4,Central,26.89
544,Tomato,7,28.7,45.1,636,Truck,2.0,North,21.78
545,Banana,10,33.4,33.5,1368,Open Cart,3.9,West,36.94
546,Banana,10,27.3,42.3,417,Open Cart,17.1,West,34.13
547,Tomato,13,14.4,32.5,524,Truck,2.5,South,28.75
548,Rice,1,34.3,55.5,1372,Refrigerated Truck,4.2,North,7.49
549,Banana,8,29.1,82.2,391,Refrigerated Truck,3.8,West,21.72
550,Wheat,1,21.6,52.2,279,Open Cart,6.0,East,11.17
551,Wheat,12,30.2,58.9,357,Truck,7.8,West,21.47
552,Tomato,8,17.8,73.9,1094,Refrigerated Truck,6.5,South,19.6
553,Mango,6,20.4,63.1,1107,Truck,6.7,West,20.32
554,Mango,14,37.5,86.0,602,Truck,3.9,North,34.9
555,Tomato,7,18.7,86.3,1230,Open Cart,5.6,North,27.8
556,Mango,14,24.1,30.6,562,Rail,3.7,Central,25.53
557,Rice,10,36.7,80.6,117,Truck,5.9,North,28.67
558,Rice,1,31.2,59.9,1119,Truck,20.8,Central,21.25
559,Mango,6,11.9,94.3,145,Refrigerated Truck,9.4,East,34.05
560,Wheat,11,14.4,61.4,1317,Refrigerated Truck,0.9,South,16.31
561,Mango,5,10.2,94.1,734,Truck,6.4,East,31.3
562,Rice,3,28.9,79.0,593,Open Cart,3.1,Central,18.62
563,Potato,6,23.4,46.2,415,Truck,2.0,West,14.6
564,Onion,13,14.0,65.0,381,Truck,3.9,West,20.88
565,Banana,12,38.7,94.5,1412,Open Cart,4.7,East,55.05
566,Potato,3,25.9,85.7,1180,Truck,4.5,West,22.58
567,Mango,1,17.3,36.3,755,Truck,7.3,Central,11.63
568,Wheat,9,25.0,75.9,631,Rail,9.1,South,20.85
569,Tomato,11,30.4,52.5,1347,Refrigerated Truck,0.0,North,18.48
570,Mango,6,12.3,30.5,1397,Truck,6.0,Central,26.48
571,Wheat,7,18.2,56.2,999,Open Cart,0.3,Central,19.85
572,Onion,1,34.2,45.3,707,Refrigerated Truck,8.1,North,11.16
573,Mango,4,23.8,83.2,466,Truck,0.9,North,16.44
574,Rice,0,26.4,51.9,16,Refrigerated Truck,9.7,South,0.0
575,Tomato,6,23.0,83.8,1184,Truck,5.9,South,24.39
576,Wheat,7,11.3,30.0,481,Truck,1.0,South,14.95
577,Wheat,12,15.0,50.0,943,Refrigerated Truck,1.7,West,22.38
578,Wheat,5,23.4,45.7,405,Open Cart,6.2,Central,18.55
579,Onion,4,16.3,45.2,812,Truck,8.3,North,14.21
580,Mango,14,11.5,34.4,181,Truck,6.7,Central,30.78
581,Onion,5,35.3,42.2,1369,Rail,1.9,Central,19.37
582,Banana,14,39.4,66.1,61,Truck,11.8,South,37.56
583,Banana,1,33.8,48.9,452,Truck,5.2,South,15.31
584,Mango,0,35.6,57.1,207,Truck,9.7,Central,16.48
585,Rice,6,17.3,54.5,742,Refrigerated Truck,21.1,South,20.74
586,Onion,6,38.8,86.9,206,Truck,2.5,West,23.98
587,Tomato,9,15.9,88.8,1358,Truck,1.0,North,36.22
588,Wheat,10,38.5,62.0,367,Refrigerated Truck,6.9,Central,14.77
589,Wheat,9,39.8,51.5,896,Refrigerated Truck,3.5,North,18.69
590,Mango,13,31.4,36.9,458,Rail,12.7,West,30.22
591,Rice,1,39.4,92.0,360,Truck,0.2,South,22.51
592,Banana,1,27.1,33.9,220,Refrigerated Truck,3.5,East,6.93
593,Banana,0,17.8,49.3,976,Truck,10.3,West,18.48
594,Wheat,9,23.1,49.4,559,Truck,6.9,East,22.64
595,Mango,7,27.8,50.8,891,Refrigerated Truck,12.0,North,19.66
596,Onion,14,12.2,40.7,27,Truck,2.4,Central,20.93
597,Banana,7,28.7,80.9,159,Truck,12.6,South,28.42
598,Onion,0,39.4,38.0,1214,Truck,5.0,West,12.25
599,Rice,11,15.7,71.3,253,Truck,4.7,South,18.1
600,Banana,10,33.8,38.0,753,Truck,12.7,East,28.53
601,Banana,7,37.2,34.6,809,Open Cart,5.0,East,34.34
602,Potato,8,38.3,89.1,138,Truck,10.5,Central,31.14
603,Banana,13,38.8,42.4,325,Truck,5.6,East,33.84
604,Tomato,3,25.6,83.4,394,Truck,5.0,Central,19.23
605,Mango,0,39.3,65.4,438,Open Cart,3.0,West,17.69
606,Mango,0,32.7,35.1,1050,Rail,4.8,Central,9.17
607,Onion,2,14.9,92.1,877,Truck,13.2,East,26.87
608,Rice,14,24.3,46.1,1153,Open Cart,5.3,North,31.6
609,Banana,13,31.5,85.9,1107,Truck,9.1,Central,39.7
610,Tomato,4,17.4,41.0,862,Truck,8.9,South,19.85
611,Onion,4,29.2,85.5,55,Truck,1.1,North,12.28
612,Potato,8,30.0,30.9,180,Truck,10.1,Central,18.84
613,Onion,9,14.9,63.3,874,Truck,3.1,South,20.3
614,Onion,13,27.0,80.0,257,Refrigerated Truck,3.4,North,16.41
615,Banana,11,33.1,90.8,970,Truck,17.6,Central,46.77
616,Potato,1,25.0,89.1,1274,Rail,8.6,West,20.34
617,Onion,1,10.4,83.3,743,Truck,1.2,South,11.2
618,Tomato,5,10.3,87.7,1134,Truck,5.4,West,29.98
619,Tomato,14,20.7,42.9,1221,Truck,5.2,East,35.08
620,Mango,8,37.8,48.5,1344,Open Cart,15.1,Central,43.46
621,Potato,0,16.9,48.8,306,Truck,5.2,Central,6.51
622,Potato,8,29.0,54.5,552,Refrigerated Truck,18.2,South,21.9
623,Mango,8,16.7,55.6,720,Truck,2.8,Central,18.29
624,Onion,12,19.7,65.4,783,Truck,4.8,East,23.26
625,Potato,8,35.4,40.4,272,Truck,0.4,Central,16.66
626,Tomato,4,31.9,74.9,1198,Truck,2.0,North,16.6
627,Tomato,12,12.9,40.9,1014,Truck,2.2,West,25.42
628,Banana,14,22.9,50.2,555,Truck,0.7,East,23.6
629,Potato,8,10.9,,1483,Refrigerated Truck,15.4,East,21.22
630,Onion,10,24.4,81.8,1320,Truck,13.5,West,30.61
631,Mango,3,29.9,78.1,1169,Rail,7.4,West,18.72
632,Mango,1,13.6,72.0,1174,Truck,2.2,East,15.02
633,Onion,12,18.7,40.1,1453,Rail,0.9,West,22.8
634,Rice,5,21.9,65.6,318,Rail,9.5,South,13.7
635,Wheat,13,37.6,35.7,188,Truck,6.8,West,29.66
636,Banana,3,39.8,54.5,717,Truck,4.1,North,21.0
637,Mango,5,11.3,56.9,132,Refrigerated Truck,8.2,North,12.87
638,Potato,2,32.8,32.6,1315,Open Cart,10.3,South,20.46
639,Banana,5,21.2,47.8,1281,Truck,4.1,West,23.08
640,Potato,1,21.8,92.1,704,Truck,0.3,North,13.93
641,Rice,1,32.6,92.0,390,Open Cart,2.9,Central,20.8
642,Tomato,12,37.6,52.9,1258,Truck,6.5,West,35.38
643,Banana,8,38.5,32.8,275,Rail,18.0,South,27.78
644,Mango,6,27.3,41.6,815,Truck,1.7,West,17.04
645,Banana,2,20.7,55.5,419,Truck,11.6,East,18.56
646,Banana,12,33.6,91.6,202,Rail,0.9,East,34.23
647,Banana,10,17.5,39.2,1351,Rail,2.2,North,23.27
648,Wheat,0,26.9,79.6,1084,Truck,10.5,East,10.15
649,Banana,7,20.8,37.1,835,Rail,3.5,South,22.58
650,Potato,13,29.7,93.8,1231,Refrigerated Truck,6.5,North,41.72
651,Tomato,5,17.2,54.8,632,Rail,6.4,South,18.22
652,Rice,6,15.7,80.4,608,Truck,1.0,South,7.42
653,Onion,8,37.5,52.3,1166,Rail,10.4,East,27.97
654,Banana,4,13.1,70.8,1450,Refrigerated Truck,4.6,East,15.77
655,Mango,14,25.2,42.5,1085,Refrigerated Truck,3.3,South,24.28
656,Banana,0,16.6,39.5,1014,Refrigerated Truck,0.4,East,5.3
657,Mango,11,11.2,91.0,75,Truck,13.7,East,37.33
658,Potato,9,11.1,89.6,915,Refrigerated Truck,5.3,East,22.65
659,Mango,6,15.3,87.7,598,Refrigerated Truck,12.8,West,27.14
660,Onion,14,36.0,70.7,1400,Truck,1.3,South,34.65
661,Tomato,4,18.5,82.5,604,Truck,8.5,Central,18.22
662,Mango,2,38.5,34.5,518,Truck,7.6,South,24.48
663,Mango,11,27.4,51.8,88,Refrigerated Truck,0.5,North,17.97
664,Tomato,12,23.1,50.4,998,Truck,14.2,East,33.88
665,Onion,8,27.4,71.3,1071,Rail,3.4,East,17.42
666,Banana,0,25.5,53.1,843,Open Cart,17.1,Central,23.62
667,Mango,0,32.8,39.7,610,Refrigerated Truck,4.8,North,9.95
668,Tomato,0,18.5,68.8,814,Open Cart,3.4,West,17.6
669,Potato,2,20.6,82.9,137,Open Cart,4.1,South,10.16
670,Tomato,11,36.8,54.8,1423,Truck,4.8,West,38.63
671,Potato,5,38.4,38.6,1093,Refrigerated Truck,9.3,North,15.12
672,Onion,9,36.8,42.8,294,Truck,25.4,Central,32.71
673,Banana,10,22.6,45.4,380,Open Cart,7.7,North,24.74
674,Tomato,2,33.4,49.5,773,Truck,5.1,Central,15.78
675,Rice,7,24.3,71.8,471,Open Cart,1.6,West,16.99
676,Rice,13,24.9,69.1,1241,Refrigerated Truck,6.3,West,21.56
677,Wheat,13,16.1,75.2,1176,Refrigerated Truck,12.0,North,26.56
678,Mango,9,27.7,53.6,475,Truck,1.7,North,20.51
679,Onion,1,15.6,83.6,153,Truck,20.6,East,21.36
680,Tomato,13,19.9,43.3,92,Refrigerated Truck,10.2,Central,22.29
681,Rice,8,35.7,60.5,1352,Truck,7.0,East,24.25
682,Mango,2,16.2,82.1,400,Refrigerated Truck,7.4,South,11.45
683,Rice,4,12.1,41.7,794,Truck,7.4,South,13.09
684,Tomato,9,12.1,37.1,1432,Refrigerated Truck,0.8,North,20.58
685,Potato,7,38.2,87.4,1110,Truck,5.5,West,29.34
686,Tomato,1,25.2,52.3,1314,Refrigerated Truck,1.7,South,9.31
687,Wheat,5,22.3,74.5,1410,Refrigerated Truck,4.9,South,9.19
688,Tomato,11,34.3,31.6,869,Truck,1.1,East,29.32
689,Tomato,4,35.1,74.9,1298,Truck,2.7,East,22.38
690,Wheat,12,20.0,50.5,1320,Truck,0.5,South,22.43
691,Onion,9,30.8,33.6,1481,Rail,11.2,North,25.64
692,Tomato,8,33.1,69.6,28,Rail,9.5,East,22.5
693,Wheat,11,29.6,45.7,960,Refrigerated Truck,6.0,South,21.43
694,Mango,4,14.5,55.1,315,Rail,8.5,West,18.7
695,Potato,1,36.3,35.2,1489,Truck,1.8,East,17.21
696,Potato,4,26.2,39.6,1236,Truck,0.2,South,12.41
697,Tomato,14,18.5,49.4,668,Truck,6.9,Central,32.22
698,Onion,11,22.8,35.8,442,Truck,1.0,East,22.14
699,Onion,3,11.1,89.2,710,Open Cart,5.7,Central,23.62
700,Mango,14,13.8,30.4,1364,Open Cart,2.6,East,34.24
701,Tomato,10,33.0,61.5,426,Truck,4.9,East,25.83
702,Potato,6,10.0,38.0,325,Rail,9.4,Central,13.65
703,Onion,5,22.5,50.0,591,Refrigerated Truck,11.2,North,9.54
704,Tomato,13,25.7,90.2,951,Truck,1.2,South,39.54
705,Rice,1,11.6,40.5,1191,Truck,4.1,North,13.1
706,Onion,11,39.2,92.8,1193,Truck,8.3,North,39.72
707,Wheat,10,16.8,43.4,853,Rail,16.1,South,22.49
708,Rice,10,19.1,78.2,1323,Open Cart,5.7,West,26.28
709,Onion,12,19.1,65.5,46,Refrigerated Truck,1.4,North,18.26
710,Potato,4,16.9,87.5,1313,Truck,2.8,North,20.86
711,Banana,6,10.0,66.0,943,Truck,6.5,North,22.71
712,Rice,10,31.9,64.7,391,Refrigerated Truck,8.7,West,18.75
713,Mango,6,39.0,42.7,1166,Refrigerated Truck,17.0,East,30.1
714,Mango,14,16.7,40.8,1215,Refrigerated Truck,0.3,Central,29.48
715,Potato,4,29.9,89.6,914,Refrigerated Truck,19.3,Central,26.28
716,Onion,11,32.3,51.3,720,Truck,4.3,West,23.15
717,Tomato,14,35.5,54.2,435,Refrigerated Truck,15.0,North,34.27
718,Onion,8,22.7,79.4,558,Refrigerated Truck,6.8,Central,15.09
719,Potato,3,19.1,52.0,1444,Truck,6.8,West,13.71
720,Mango,10,19.8,91.9,804,Refrigerated Truck,16.1,South,35.4
721,Onion,2,31.4,78.0,430,Truck,9.7,Central,9.61
722,Mango,14,34.5,68.8,1444,Truck,7.2,South,38.86
723,Rice,3,15.4,87.3,30,Truck,6.6,North,13.7
724,Tomato,4,21.1,33.2,1399,Truck,4.0,Central,20.37
725,Rice,12,37.1,46.7,389,Truck,7.8,West,26.8
726,Mango,5,34.2,60.2,60,Truck,13.8,East,21.18
727,Mango,2,39.5,44.8,1281,Rail,5.8,Central,19.08
728,Banana,1,32.6,78.4,638,Rail,1.5,Central,12.39
729,Banana,13,21.8,89.7,110,Truck,6.0,Central,36.86
730,Rice,12,27.7,57.5,1158,Truck,0.3,Central,22.84
731,Wheat,3,29.8,52.2,853,Refrigerated Truck,5.8,West,6.65
732,Rice,4,12.4,92.5,674,Truck,0.1,West,18.29
733,Banana,3,26.3,58.9,380,Truck,0.8,East,13.17
734,Mango,13,31.3,61.8,747,Open Cart,4.7,West,38.41
735,Potato,10,15.0,52.9,971,Refrigerated Truck,13.7,West,19.41
736,Rice,12,33.4,89.1,312,Open Cart,9.1,North,36.4
737,Mango,14,27.5,67.0,95,Rail,6.7,North,29.58
738,Potato,11,38.6,79.5,1421,Truck,6.1,South,31.49
739,Potato,2,11.3,82.8,806,Refrigerated Truck,8.3,East,13.84
740,Banana,7,18.0,52.2,114,Truck,4.3,North,18.06
741,Rice,9,28.0,58.2,589,Truck,2.5,East,12.73
742,Onion,3,18.9,85.2,344,Truck,9.4,East,22.27
743,Tomato,13,31.4,53.6,983,Refrigerated Truck,3.6,Central,28.4
744,Banana,1,32.8,81.6,360,Truck,2.1,East,13.78
745,Banana,1,13.1,91.2,172,Open Cart,13.7,Central,30.18
746,Onion,0,25.4,70.5,561,Open Cart,6.2,South,12.24
747,Tomato,12,25.3,78.2,1480,Rail,14.1,South,35.55
748,Mango,3,21.1,82.3,909,Refrigerated Truck,8.0,South,16.28
749,Wheat,9,38.0,84.9,109,Refrigerated Truck,0.8,Central,17.99
750,Rice,8,34.8,55.7,154,Refrigerated Truck,5.1,Central,17.7
751,Wheat,13,30.9,33.3,150,Truck,2.4,South,22.7
752,Mango,10,31.4,56.1,720,Refrigerated Truck,9.8,Central,22.03
753,Banana,6,23.9,73.8,878,Rail,9.7,West,23.32
754,Tomato,14,37.6,59.3,303,Open Cart,7.8,West,37.59
755,Banana,11,30.8,78.7,1195,Rail,9.5,Central,31.92
756,Potato,9,31.9,53.2,650,Rail,4.3,Central,19.67
757,Banana,6,35.9,71.3,727,Refrigerated Truck,15.6,North,33.44
758,Banana,12,18.2,42.1,1076,Refrigerated Truck,12.3,North,31.36
759,Mango,14,34.2,,642,Rail,2.1,East,29.29
760,Mango,6,15.9,65.5,243,Truck,9.9,East,25.82
761,Mango,14,20.4,43.3,1035,Rail,9.3,East,33.93
762,Wheat,7,20.1,49.0,468,Open Cart,3.4,South,15.22
763,Potato,0,39.4,78.7,457,Refrigerated Truck,3.0,West,7.02
764,Mango,9,35.7,61.4,788,Refrigerated Truck,12.3,South,29.12
765,Tomato,12,31.0,44.0,901,Truck,4.9,Central,29.86
766,Wheat,9,31.8,92.9,375,Rail,6.6,North,32.18
767,Onion,7,26.9,76.5,491,Refrigerated Truck,13.4,Central,17.99
768,Tomato,3,38.4,92.2,1239,Refrigerated Truck,20.2,Central,38.36
769,Rice,3,24.9,57.8,169,Truck,1.8,North,3.35
770,Rice,3,21.4,60.9,1153,Open Cart,3.7,Central,20.75
771,Tomato,5,14.9,88.4,1365,Rail,5.4,East,27.0
772,Mango,6,33.6,,196,Truck,5.6,North,17.8
773,Onion,5,32.0,76.0,734,Truck,7.3,Central,23.89
774,Onion,0,21.5,46.4,218,Truck,2.1,East,8.83
775,Wheat,11,10.8,59.0,578,Rail,2.6,East,17.05
776,Onion,7,35.2,38.0,1356,Truck,15.5,West,24.22
777,Rice,12,10.3,43.4,961,Truck,8.7,East,24.07
778,Potato,9,31.1,,385,Refrigerated Truck,2.5,South,18.24
779,Mango,14,39.1,32.6,677,Truck,7.6,North,36.96
780,Onion,10,23.1,93.5,802,Truck,16.0,North,37.08
781,Wheat,12,17.0,45.8,243,Rail,0.3,North,18.71
782,Rice,6,31.1,73.1,704,Rail,6.3,Central,14.62
783,Potato,5,34.5,84.5,1110,Refrigerated Truck,3.3,Central,16.6
784,Banana,5,26.4,65.8,1391,Truck,4.3,South,20.21
785,Banana,4,39.0,40.0,509,Refrigerated Truck,8.7,East,23.22
786,Potato,5,11.6,77.3,206,Refrigerated Truck,1.7,Central,8.71
787,Rice,11,25.1,69.0,924,Truck,3.9,East,17.82
788,Wheat,8,31.6,77.5,41,Truck,9.8,East,19.16
789,Potato,9,35.9,80.0,648,Truck,8.5,Central,25.61
790,Mango,8,15.4,93.4,1430,Truck,1.9,Central,34.77
791,Mango,14,34.0,67.3,769,Refrigerated Truck,7.2,South,29.18
792,Banana,9,26.6,52.2,710,Rail,8.4,West,23.42
793,Onion,7,21.9,72.2,1204,Truck,5.6,North,18.12
794,Wheat,9,14.0,34.4,549,Truck,11.5,Central,22.52
795,Banana,8,36.0,88.3,1495,Truck,1.5,Central,34.06
796,Onion,12,14.7,37.8,1229,Rail,7.5,East,27.88
797,Onion,9,19.3,51.3,544,Truck,2.0,West,15.61
798,Mango,7,18.7,83.0,1021,Rail,4.6,Central,25.91
799,Rice,7,36.1,,398,Truck,9.7,West,24.05
800,Tomato,0,30.2,55.6,837,Refrigerated Truck,5.1,North,8.49
801,Rice,9,33.9,60.8,1070,Open Cart,2.2,East,26.75
802,Tomato,10,17.5,85.5,601,Truck,1.4,South,28.59
803,Potato,4,28.7,52.1,397,Rail,10.0,North,13.53
804,Mango,3,27.2,86.5,704,Open Cart,4.0,West,27.87
805,Onion,1,35.0,35.7,445,Truck,11.0,West,9.01
806,Wheat,7,37.2,80.5,922,Rail,7.7,North,14.79
